"Index","Method Name","Method Signature","Commit Count","Change Types","Commit Message","Commit ID","Commit Author"
"151","invalidArrayWrite","invalidArrayWrite","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"152","simpleArrayWrite","simpleArrayWrite","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"153","noAutoCloseGenerator","noAutoCloseGenerator","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"154","closeGenerator","closeGenerator","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"155","noAutoCloseOutputStream","noAutoCloseOutputStream","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"156","autoCloseArraysAndObjects","autoCloseArraysAndObjects","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"157","noAutoCloseArraysAndObjects","noAutoCloseArraysAndObjects","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"158","autoFlushOrNot","autoFlushOrNot","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"159","stringWrite","stringWrite","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"160","intValueWrite","intValueWrite","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"161","longValueWrite","longValueWrite","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"162","booleanWrite","booleanWrite","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"163","nullWrite","nullWrite","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"164","rootIntsWrite","rootIntsWrite","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"165","_testRootIntsWrite","_testRootIntsWrite","3","Body Change, Exceptions Change, Introduced, MultiChange","... testing
","8f2e03998b1533013c3ec3051737fcd2243d20e9","Tatu Saloranta"
"166","_testRootIntsWrite","_testRootIntsWrite","3","Exceptions Change","Test cleanup
","cdcfdad69f682c70a164b0f2af00b749b56ea774","Tatu Saloranta"
"167","_testRootIntsWrite","_testRootIntsWrite","3","Body Change","Remove trailing whitespace from sources
","31d4d85dcb25ca6699294db69591388470b9f8fc","Tatu Saloranta"
"168","fieldValueWrites","fieldValueWrites","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"169","_testFieldValueWrites","_testFieldValueWrites","3","Body Change, Exceptions Change, Introduced, MultiChange","... testing
","8f2e03998b1533013c3ec3051737fcd2243d20e9","Tatu Saloranta"
"170","_testFieldValueWrites","_testFieldValueWrites","3","Exceptions Change","Test cleanup
","cdcfdad69f682c70a164b0f2af00b749b56ea774","Tatu Saloranta"
"171","_testFieldValueWrites","_testFieldValueWrites","3","Body Change","Remove trailing whitespace from sources
","31d4d85dcb25ca6699294db69591388470b9f8fc","Tatu Saloranta"
"172","outputContext","outputContext","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"173","getOutputTarget","getOutputTarget","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"174","getOutputBufferd","getOutputBufferd","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"175","_testOutputBuffered","_testOutputBuffered","1","Body Change, Exceptions Change, Introduced, MultiChange","...
","0fe0427ad76428dd44c7945509e62176fd9f8998","Tatu Saloranta"
"176","doTestIntValueWrite","doTestIntValueWrite","3","Body Change, Exceptions Change, Introduced, MultiChange","...
","0fe0427ad76428dd44c7945509e62176fd9f8998","Tatu Saloranta"
"177","doTestIntValueWrite","doTestIntValueWrite","3","Exceptions Change","Test cleanup
","cdcfdad69f682c70a164b0f2af00b749b56ea774","Tatu Saloranta"
"178","doTestIntValueWrite","doTestIntValueWrite","3","Exceptions Change","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"179","doTestLongValueWrite","doTestLongValueWrite","3","Body Change, Exceptions Change, Introduced, MultiChange","...
","0fe0427ad76428dd44c7945509e62176fd9f8998","Tatu Saloranta"
"180","doTestLongValueWrite","doTestLongValueWrite","3","Exceptions Change","Test cleanup
","cdcfdad69f682c70a164b0f2af00b749b56ea774","Tatu Saloranta"
"181","doTestLongValueWrite","doTestLongValueWrite","3","Exceptions Change","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"182","simpleFieldNames","simpleFieldNames","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"183","simpleValues","simpleValues","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","ce188da52e1fd7ff823e185343a970163344f93b","Tatu Saloranta"
"184","_writeSimple","_writeSimple","1","Body Change, Exceptions Change, Introduced, MultiChange","...
","0fe0427ad76428dd44c7945509e62176fd9f8998","Tatu Saloranta"
"185","_writeSimpleValues","_writeSimpleValues","1","Body Change, Exceptions Change, Introduced, MultiChange","...
","0fe0427ad76428dd44c7945509e62176fd9f8998","Tatu Saloranta"
"186","_verifySimple","_verifySimple","1","Body Change, Exceptions Change, Introduced, MultiChange","...
","0fe0427ad76428dd44c7945509e62176fd9f8998","Tatu Saloranta"
"187","_verifySimpleValues","_verifySimpleValues","1","Body Change, Exceptions Change, Introduced, MultiChange","...
","0fe0427ad76428dd44c7945509e62176fd9f8998","Tatu Saloranta"
"188","_generateLongName","_generateLongName","1","Body Change, Introduced, MultiChange","...
","0fe0427ad76428dd44c7945509e62176fd9f8998","Tatu Saloranta"
"189","smallSymbolSetWithBytes","smallSymbolSetWithBytes","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"190","smallSymbolSetWithChars","smallSymbolSetWithChars","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"191","readerCollisions","readerCollisions","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"192","collisions","collisions","3","Body Change, Introduced, MultiChange","Fix a minor bug in handling of char-based symbol tables (calc of hash code of)
","383bc8f251ad42419354d1f40f8487435f470bb2","Tatu Saloranta"
"193","collisions","collisions","3","Body Change","Remove trailing whitespace from sources
","31d4d85dcb25ca6699294db69591388470b9f8fc","Tatu Saloranta"
"194","collisions","collisions","3","Body Change","Use String#isEmpty(), remove redundancies, and reduce verbose code (#1225)

","5a22ee46c4b1dd3e071bc908501cc65f2a3e374c","Gary Gregory"
"195","generate3","generate3","2","Body Change, Introduced, MultiChange","Fix a minor bug in handling of char-based symbol tables (calc of hash code of)
","383bc8f251ad42419354d1f40f8487435f470bb2","Tatu Saloranta"
"196","generate3","generate3","2","Body Change","Remove trailing whitespace from sources
","31d4d85dcb25ca6699294db69591388470b9f8fc","Tatu Saloranta"
"197","printString","printString","1","Body Change, Introduced, MultiChange","Fix a minor bug in handling of char-based symbol tables (calc of hash code of)
","383bc8f251ad42419354d1f40f8487435f470bb2","Tatu Saloranta"
"198","main","main","1","Body Change, Introduced, MultiChange","Fix a minor bug in handling of char-based symbol tables (calc of hash code of)
","383bc8f251ad42419354d1f40f8487435f470bb2","Tatu Saloranta"
"199","test17CharSymbols","test17CharSymbols","1","Modifier Change","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"200","test17ByteSymbols","test17ByteSymbols","1","Modifier Change","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"201","symbolTableExpansionChars","symbolTableExpansionChars","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"202","symbolTableExpansionBytes","symbolTableExpansionBytes","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"203","_test17Chars","_test17Chars","4","Exceptions Change","warnings cleanup
","f421d08ba44a5a263590510f3344e82b138189a0","Tatu Saloranta"
"204","_test17Chars","_test17Chars","4","Body Change","Remove trailing whitespace from sources
","31d4d85dcb25ca6699294db69591388470b9f8fc","Tatu Saloranta"
"205","_test17Chars","_test17Chars","4","Exceptions Change","Merge branch '2.16' into 2.17
","a01cf6961cddf10ad7fa55f7185fdd141381d929","Tatu Saloranta"
"206","_test17Chars","_test17Chars","4","Body Change, Exceptions Change, MultiChange","Use String#isEmpty(), remove redundancies, and reduce verbose code (#1225)

","5a22ee46c4b1dd3e071bc908501cc65f2a3e374c","Gary Gregory"
"207","_testSymbolTableExpansion","_testSymbolTableExpansion","2","Exceptions Change","warnings cleanup
","f421d08ba44a5a263590510f3344e82b138189a0","Tatu Saloranta"
"208","_testSymbolTableExpansion","_testSymbolTableExpansion","2","Exceptions Change","Merge branch '2.16' into 2.17
","a01cf6961cddf10ad7fa55f7185fdd141381d929","Tatu Saloranta"
"209","basicPlaceholderLookups","basicPlaceholderLookups","1","Body Change","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"210","basicPlaceholderAddFails","basicPlaceholderAddFails","1","Body Change","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"211","byteSymbolCount","byteSymbolCount","1","Body Change, Introduced, MultiChange","Merge branch '2.6'
","e711a61ecf47aacea16b297aae959ccd695f77c3","Cowtowncoder"
"212","charSymbolCount","charSymbolCount","1","Body Change, Introduced, MultiChange","Merge branch '2.6'
","e711a61ecf47aacea16b297aae959ccd695f77c3","Cowtowncoder"
"213","byteSymbolsWithClose","byteSymbolsWithClose","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"214","byteSymbolsWithEOF","byteSymbolsWithEOF","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"215","hashCalc","hashCalc","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"216","charSymbolsWithClose","charSymbolsWithClose","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"217","charSymbolsWithEOF","charSymbolsWithEOF","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"218","_testWithClose","_testWithClose","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.6'
","e711a61ecf47aacea16b297aae959ccd695f77c3","Cowtowncoder"
"219","_getParser","_getParser","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.6'
","e711a61ecf47aacea16b297aae959ccd695f77c3","Cowtowncoder"
"220","syntheticWithChars","syntheticWithChars","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"221","syntheticWithBytesNew","syntheticWithBytesNew","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"222","thousandsOfSymbolsWithChars","thousandsOfSymbolsWithChars","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"223","thousandsOfSymbolsWithNew","thousandsOfSymbolsWithNew","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"224","byteBasedSymbolTable","byteBasedSymbolTable","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"225","_streamThrough","_streamThrough","2","File Renamed","more work with hash collision handling
","3532520e176babbe54141d8d826ff82fd46de823","Tatu Saloranta"
"226","_streamThrough","_streamThrough","2","Body Change, Exceptions Change, Introduced, MultiChange","one more test for byte-based symbol table (to guard against regressions)
","18ebfc507f1b3ad273e8a301d17121da827f9018","Tatu Saloranta"
"227","_findSymbols","_findSymbols","2","File Renamed","more work with hash collision handling
","3532520e176babbe54141d8d826ff82fd46de823","Tatu Saloranta"
"228","_findSymbols","_findSymbols","2","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch 'exp/new-symbol-table'

Conflicts:
	release-notes/VERSION
","78206b708800b7d3737de4365466bcdcef5b4915","Tatu Saloranta"
"229","collisionsWithChars187","collisionsWithChars187","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"230","collisionsWithBytesNew187a","collisionsWithBytesNew187a","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"231","collisionsWithBytesNew187b","collisionsWithBytesNew187b","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"232","shortNameCollisionsViaParser","shortNameCollisionsViaParser","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"233","_shortDoc191","_shortDoc191","2","File Renamed","more work with hash collision handling
","3532520e176babbe54141d8d826ff82fd46de823","Tatu Saloranta"
"234","_shortDoc191","_shortDoc191","2","Body Change, Introduced, MultiChange","Merge branch '2.5'
","e50e46bdcede3c6137ebcd146e1dbb4b648c29d3","Cowtowncoder"
"235","shortQuotedDirectChars","shortQuotedDirectChars","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"236","shortQuotedDirectBytes","shortQuotedDirectBytes","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"237","shortNameCollisionsDirect","shortNameCollisionsDirect","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"238","shortNameCollisionsDirectNew","shortNameCollisionsDirectNew","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"239","longSymbols17Bytes","longSymbols17Bytes","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
"240","multiplyByFourFifths","multiplyByFourFifths","1","Body Change","Merge branch '2.17' into 2.18
","5863821a29f87658bd1363a2a67bad9eb0e6addc","Tatu Saloranta"
"241","sharedSymbols","sharedSymbols","1","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch '2.17' into 2.18
","5bf126fb2556fd097bfff45f357e18a5c74b7524","Tatu Saloranta"
